-4.200000 4.373150
-4.191600 4.323164
-4.183200 4.273471
-4.174800 4.224070
-4.166400 4.174961
-4.158000 4.126143
-4.149600 4.077614
-4.141200 4.029374
-4.132800 3.981422
-4.124400 3.933757
-4.116000 3.886377
-4.107600 3.839283
-4.099200 3.792474
-4.090800 3.745947
-4.082400 3.699703
-4.074000 3.653741
-4.065600 3.608059
-4.057200 3.562657
-4.048800 3.517534
-4.040400 3.472688
-4.032000 3.428120
-4.023600 3.383828
-4.015200 3.339811
-4.006800 3.296069
-3.998400 3.252600
-3.990000 3.209404
-3.981600 3.166480
-3.973200 3.123826
-3.964800 3.081443
-3.956400 3.039328
-3.948000 2.997482
-3.939600 2.955903
-3.931200 2.914590
-3.922800 2.873544
-3.914400 2.832761
-3.906000 2.792243
-3.897600 2.751988
-3.889200 2.711994
-3.880800 2.672262
-3.872400 2.632790
-3.864000 2.593578
-3.855600 2.554624
-3.847200 2.515928
-3.838800 2.477489
-3.830400 2.439306
-3.822000 2.401378
-3.813600 2.363705
-3.805200 2.326284
-3.796800 2.289117
-3.788400 2.252201
-3.780000 2.215536
-3.771600 2.179121
-3.763200 2.142955
-3.754800 2.107037
-3.746400 2.071367
-3.738000 2.035943
-3.729600 2.000765
-3.721200 1.965832
-3.712800 1.931143
-3.704400 1.896698
-3.696000 1.862494
-3.687600 1.828532
-3.679200 1.794811
-3.670800 1.761329
-3.662400 1.728087
-3.654000 1.695083
-3.645600 1.662316
-3.637200 1.629785
-3.628800 1.597490
-3.620400 1.565430
-3.612000 1.533604
-3.603600 1.502011
-3.595200 1.470650
-3.586800 1.439521
-3.578400 1.408623
-3.570000 1.377954
-3.561600 1.347514
-3.553200 1.317302
-3.544800 1.287318
-3.536400 1.257560
-3.528000 1.228028
-3.519600 1.198721
-3.511200 1.169638
-3.502800 1.140778
-3.494400 1.112141
-3.486000 1.083725
-3.477600 1.055530
-3.469200 1.027555
-3.460800 0.999799
-3.452400 0.972261
-3.444000 0.944941
-3.435600 0.917838
-3.427200 0.890950
-3.418800 0.864278
-3.410400 0.837820
-3.402000 0.811576
-3.393600 0.785544
-3.385200 0.759725
-3.376800 0.734116
-3.368400 0.708718
-3.360000 0.683529
-3.351600 0.658549
-3.343200 0.633776
-3.334800 0.609211
-3.326400 0.584853
-3.318000 0.560700
-3.309600 0.536751
-3.301200 0.513007
-3.292800 0.489465
-3.284400 0.466127
-3.276000 0.442989
-3.267600 0.420053
-3.259200 0.397316
-3.250800 0.374779
-3.242400 0.352440
-3.234000 0.330299
-3.225600 0.308355
-3.217200 0.286607
-3.208800 0.265055
-3.200400 0.243697
-3.192000 0.222532
-3.183600 0.201561
-3.175200 0.180782
-3.166800 0.160195
-3.158400 0.139798
-3.150000 0.119591
-3.141600 0.099574
-3.133200 0.079745
-3.124800 0.060103
-3.116400 0.040648
-3.108000 0.021380
-3.099600 0.002297
-3.091200 -0.016602
-3.082800 -0.035316
-3.074400 -0.053848
-3.066000 -0.072197
-3.057600 -0.090365
-3.049200 -0.108352
-3.040800 -0.126159
-3.032400 -0.143786
-3.024000 -0.161235
-3.015600 -0.178506
-3.007200 -0.195600
-2.998800 -0.212518
-2.990400 -0.229260
-2.982000 -0.245827
-2.973600 -0.262220
-2.965200 -0.278440
-2.956800 -0.294487
-2.948400 -0.310363
-2.940000 -0.326067
-2.931600 -0.341601
-2.923200 -0.356965
-2.914800 -0.372160
-2.906400 -0.387187
-2.898000 -0.402047
-2.889600 -0.416740
-2.881200 -0.431267
-2.872800 -0.445629
-2.864400 -0.459826
-2.856000 -0.473859
-2.847600 -0.487730
-2.839200 -0.501438
-2.830800 -0.514984
-2.822400 -0.528369
-2.814000 -0.541594
-2.805600 -0.554660
-2.797200 -0.567567
-2.788800 -0.580316
-2.780400 -0.592908
-2.772000 -0.605343
-2.763600 -0.617622
-2.755200 -0.629746
-2.746800 -0.641716
-2.738400 -0.653532
-2.730000 -0.665194
-2.721600 -0.676705
-2.713200 -0.688064
-2.704800 -0.699272
-2.696400 -0.710329
-2.688000 -0.721238
-2.679600 -0.731997
-2.671200 -0.742608
-2.662800 -0.753072
-2.654400 -0.763389
